GEOID,year,name,parent-location,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate,imputed,subbed,state_code
11,2000,District of Columbia,USA,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,147124,NA,NA,NA,NA,0,0,11
11,2001,District of Columbia,USA,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,147877,NA,NA,NA,NA,0,0,11
11,2002,District of Columbia,USA,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,148630,NA,NA,NA,NA,0,0,11
11,2003,District of Columbia,USA,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,149382,NA,NA,NA,NA,0,0,11
11,2004,District of Columbia,USA,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,150135,NA,NA,NA,NA,0,0,11
11,2005,District of Columbia,USA,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,150888,NA,NA,NA,NA,0,0,11
11,2006,District of Columbia,USA,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,151641,45213,1336,0.88,29.82,0,0,11
11,2007,District of Columbia,USA,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,152394,45256,1048,0.69,29.7,0,0,11
11,2008,District of Columbia,USA,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,153146,43502,1466,0.96,28.41,0,0,11
11,2009,District of Columbia,USA,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,153899,37286,1503,0.98,24.23,0,0,11
11,2010,District of Columbia,USA,601723,14.19,57.99,1200,64267,443e3,29.6,34.81,50.03,9.1,0.22,3.46,0.04,2.1,0.24,154652,32473,1572,1.02,21,0,0,11
11,2011,District of Columbia,USA,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,158064,30733,1484,0.94,19.44,0,0,11
11,2012,District of Columbia,USA,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,161475,29121,1531,0.95,18.03,0,0,11
11,2013,District of Columbia,USA,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,164887,NA,NA,NA,NA,0,0,11
11,2014,District of Columbia,USA,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,168298,NA,NA,NA,NA,0,0,11
11,2015,District of Columbia,USA,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,171710,NA,NA,NA,NA,0,0,11
11,2016,District of Columbia,USA,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,175121,27434,4537,2.59,15.67,0,0,11
11,2017,District of Columbia,USA,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,NA,NA,NA,NA,NA,NA,NA,11
11001,2000,District of Columbia,District of Columbia,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,147124,NA,NA,NA,NA,0,0,11
11001,2001,District of Columbia,District of Columbia,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,147877,NA,NA,NA,NA,0,0,11
11001,2002,District of Columbia,District of Columbia,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,148630,NA,NA,NA,NA,0,0,11
11001,2003,District of Columbia,District of Columbia,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,149382,NA,NA,NA,NA,0,0,11
11001,2004,District of Columbia,District of Columbia,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,150135,NA,NA,NA,NA,0,0,11
11001,2005,District of Columbia,District of Columbia,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,150888,NA,NA,NA,NA,0,0,11
11001,2006,District of Columbia,District of Columbia,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,151641,45213,1336,0.88,29.82,0,0,11
11001,2007,District of Columbia,District of Columbia,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,152394,45256,1048,0.69,29.7,0,0,11
11001,2008,District of Columbia,District of Columbia,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,153146,43502,1466,0.96,28.41,0,0,11
11001,2009,District of Columbia,District of Columbia,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,153899,37286,1503,0.98,24.23,0,0,11
11001,2010,District of Columbia,District of Columbia,601723,14.19,57.99,1200,64267,443e3,29.6,34.81,50.03,9.1,0.22,3.46,0.04,2.1,0.24,154652,32473,1572,1.02,21,0,0,11
11001,2011,District of Columbia,District of Columbia,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,158064,30733,1484,0.94,19.44,0,0,11
11001,2012,District of Columbia,District of Columbia,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,161475,29121,1531,0.95,18.03,0,0,11
11001,2013,District of Columbia,District of Columbia,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,164887,NA,NA,NA,NA,0,0,11
11001,2014,District of Columbia,District of Columbia,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,168298,NA,NA,NA,NA,0,0,11
11001,2015,District of Columbia,District of Columbia,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,171710,NA,NA,NA,NA,0,0,11
11001,2016,District of Columbia,District of Columbia,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,175121,27434,4537,2.59,15.67,0,0,11
11001,2017,District of Columbia,District of Columbia,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,NA,NA,NA,NA,NA,NA,NA,11
1150000,2000,Washington,District of Columbia,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,147124,NA,NA,NA,NA,0,0,11
1150000,2001,Washington,District of Columbia,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,147877,NA,NA,NA,NA,0,0,11
1150000,2002,Washington,District of Columbia,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,148630,NA,NA,NA,NA,0,0,11
1150000,2003,Washington,District of Columbia,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,149382,NA,NA,NA,NA,0,0,11
1150000,2004,Washington,District of Columbia,572059,20.22,59.24,618,40127,157200,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,150135,NA,NA,NA,NA,0,0,11
1150000,2005,Washington,District of Columbia,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,150888,NA,NA,NA,NA,0,0,11
1150000,2006,Washington,District of Columbia,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,151647,45213,1336,29.81,0.88,0,0,11
1150000,2007,Washington,District of Columbia,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,152409,45256,1048,29.69,0.69,0,0,11
1150000,2008,Washington,District of Columbia,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,153153,43502,1466,28.4,0.96,0,0,11
1150000,2009,Washington,District of Columbia,588433,14.9,54.9,971,56519,440500,29.1,31.9,54.64,8.47,0.22,2.93,0.07,1.38,0.39,153925,37286,1503,24.22,0.98,0,0,11
1150000,2010,Washington,District of Columbia,601723,14.19,57.99,1200,64267,443e3,29.6,34.81,50.03,9.1,0.22,3.46,0.04,2.1,0.24,154652,32473,1572,21,1.02,0,0,11
1150000,2011,Washington,District of Columbia,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,158102,30733,1484,19.44,0.94,0,0,11
1150000,2012,Washington,District of Columbia,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,161467,29121,1531,18.04,0.95,0,0,11
1150000,2013,Washington,District of Columbia,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,164887,NA,NA,NA,NA,0,0,11
1150000,2014,Washington,District of Columbia,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,168298,NA,NA,NA,NA,0,0,11
1150000,2015,Washington,District of Columbia,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,171710,NA,NA,NA,NA,0,0,11
1150000,2016,Washington,District of Columbia,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,175121,27434,4537,15.67,2.59,0,0,11
1150000,2017,Washington,District of Columbia,647484,14.33,58.76,1327,70848,475800,29.5,35.6,47.98,10.16,0.2,3.63,0.03,2.12,0.28,NA,NA,NA,NA,NA,NA,NA,11
11001000100,2000,1.0,"District of Columbia, District of Columbia",4674,5.2,46.95,981,92540,587e3,22,86.84,3.98,4.11,0.15,3.49,0.06,1.13,0.24,1279,NA,NA,NA,NA,0,0,11
11001000100,2001,1.0,"District of Columbia, District of Columbia",4674,5.2,46.95,981,92540,587e3,22,86.84,3.98,4.11,0.15,3.49,0.06,1.13,0.24,1275,NA,NA,NA,NA,0,0,11
11001000100,2002,1.0,"District of Columbia, District of Columbia",4674,5.2,46.95,981,92540,587e3,22,86.84,3.98,4.11,0.15,3.49,0.06,1.13,0.24,1272,NA,NA,NA,NA,0,0,11
11001000100,2003,1.0,"District of Columbia, District of Columbia",4674,5.2,46.95,981,92540,587e3,22,86.84,3.98,4.11,0.15,3.49,0.06,1.13,0.24,1268,NA,NA,NA,NA,0,0,11
11001000100,2004,1.0,"District of Columbia, District of Columbia",4674,5.2,46.95,981,92540,587e3,22,86.84,3.98,4.11,0.15,3.49,0.06,1.13,0.24,1265,NA,NA,NA,NA,0,0,11
11001000100,2005,1.0,"District of Columbia, District of Columbia",4701,0.36,47.67,1494,122455,1000001,28.8,85.07,1.72,9.4,1.68,1.7,0,0.43,0,1261,NA,NA,NA,NA,0,0,11
11001000100,2006,1.0,"District of Columbia, District of Columbia",4701,0.36,47.67,1494,122455,1000001,28.8,85.07,1.72,9.4,1.68,1.7,0,0.43,0,1257,85,0,0,6.76,0,0,11
11001000100,2007,1.0,"District of Columbia, District of Columbia",4701,0.36,47.67,1494,122455,1000001,28.8,85.07,1.72,9.4,1.68,1.7,0,0.43,0,1254,52,0,0,4.15,0,0,11
11001000100,2008,1.0,"District of Columbia, District of Columbia",4701,0.36,47.67,1494,122455,1000001,28.8,85.07,1.72,9.4,1.68,1.7,0,0.43,0,1250,63,2,0.16,5.04,0,0,11
11001000100,2009,1.0,"District of Columbia, District of Columbia",4701,0.36,47.67,1494,122455,1000001,28.8,85.07,1.72,9.4,1.68,1.7,0,0.43,0,1247,59,1,0.08,4.73,0,0,11
11001000201,2000,2.01,"District of Columbia, District of Columbia",4467,3.2,46.43,0,87904,122700,0,86.23,5.35,1.68,0,5.42,1.25,0.04,0.02,13,NA,NA,NA,NA,0,0,11
11001000201,2001,2.01,"District of Columbia, District of Columbia",4467,3.2,46.43,0,87904,122700,0,86.23,5.35,1.68,0,5.42,1.25,0.04,0.02,12,NA,NA,NA,NA,0,0,11
11001000201,2002,2.01,"District of Columbia, District of Columbia",4467,3.2,46.43,0,87904,122700,0,86.23,5.35,1.68,0,5.42,1.25,0.04,0.02,11,NA,NA,NA,NA,0,0,11
11001000201,2003,2.01,"District of Columbia, District of Columbia",4467,3.2,46.43,0,87904,122700,0,86.23,5.35,1.68,0,5.42,1.25,0.04,0.02,9,NA,NA,NA,NA,0,0,11
11001000201,2004,2.01,"District of Columbia, District of Columbia",4467,3.2,46.43,0,87904,122700,0,86.23,5.35,1.68,0,5.42,1.25,0.04,0.02,8,NA,NA,NA,NA,0,0,11
11001000201,2005,2.01,"District of Columbia, District of Columbia",3598,0,12.5,2001,119722,916700,50,80.74,3.14,5.86,0,9.87,0,0.39,0,7,NA,NA,NA,NA,0,0,11
11001000201,2006,2.01,"District of Columbia, District of Columbia",3598,0,12.5,2001,119722,916700,50,80.74,3.14,5.86,0,9.87,0,0.39,0,6,0,0,0,0,0,0,11
11001000201,2007,2.01,"District of Columbia, District of Columbia",3598,0,12.5,2001,119722,916700,50,80.74,3.14,5.86,0,9.87,0,0.39,0,5,0,0,0,0,0,0,11
11001000201,2008,2.01,"District of Columbia, District of Columbia",3598,0,12.5,2001,119722,916700,50,80.74,3.14,5.86,0,9.87,0,0.39,0,3,0,0,0,0,0,0,11
11001000201,2009,2.01,"District of Columbia, District of Columbia",3598,0,12.5,2001,119722,916700,50,80.74,3.14,5.86,0,9.87,0,0.39,0,2,0,0,0,0,0,0,11
11001000202,2000,2.02,"District of Columbia, District of Columbia",3850,24.52,43.63,1396,90653,579100,36,86.08,1.56,4.94,0.05,5.22,0.03,1.77,0.36,836,NA,NA,NA,NA,0,0,11
11001000202,2001,2.02,"District of Columbia, District of Columbia",3850,24.52,43.63,1396,90653,579100,36,86.08,1.56,4.94,0.05,5.22,0.03,1.77,0.36,842,NA,NA,NA,NA,0,0,11
11001000202,2002,2.02,"District of Columbia, District of Columbia",3850,24.52,43.63,1396,90653,579100,36,86.08,1.56,4.94,0.05,5.22,0.03,1.77,0.36,847,NA,NA,NA,NA,0,0,11
11001000202,2003,2.02,"District of Columbia, District of Columbia",3850,24.52,43.63,1396,90653,579100,36,86.08,1.56,4.94,0.05,5.22,0.03,1.77,0.36,853,NA,NA,NA,NA,0,0,11
11001000202,2004,2.02,"District of Columbia, District of Columbia",3850,24.52,43.63,1396,90653,579100,36,86.08,1.56,4.94,0.05,5.22,0.03,1.77,0.36,858,NA,NA,NA,NA,0,0,11
11001000202,2005,2.02,"District of Columbia, District of Columbia",4080,0,38.85,2001,119688,958300,42.1,88.92,1.86,2.94,0,4.46,0,0.96,0.86,864,NA,NA,NA,NA,0,0,11
11001000202,2006,2.02,"District of Columbia, District of Columbia",4080,0,38.85,2001,119688,958300,42.1,88.92,1.86,2.94,0,4.46,0,0.96,0.86,870,61,0,0,7.01,0,0,11
11001000202,2007,2.02,"District of Columbia, District of Columbia",4080,0,38.85,2001,119688,958300,42.1,88.92,1.86,2.94,0,4.46,0,0.96,0.86,875,28,2,0.23,3.2,0,0,11
11001000202,2008,2.02,"District of Columbia, District of Columbia",4080,0,38.85,2001,119688,958300,42.1,88.92,1.86,2.94,0,4.46,0,0.96,0.86,881,24,7,0.79,2.72,0,0,11
11001000202,2009,2.02,"District of Columbia, District of Columbia",4080,0,38.85,2001,119688,958300,42.1,88.92,1.86,2.94,0,4.46,0,0.96,0.86,886,34,3,0.34,3.84,0,0,11
11001000300,2000,3.0,"District of Columbia, District of Columbia",5706,15.74,52.19,989,73558,324200,22.5,82.84,2.98,5.68,0.12,5.73,0.04,2.31,0.3,1453,NA,NA,NA,NA,0,0,11
11001000300,2001,3.0,"District of Columbia, District of Columbia",5706,15.74,52.19,989,73558,324200,22.5,82.84,2.98,5.68,0.12,5.73,0.04,2.31,0.3,1457,NA,NA,NA,NA,0,0,11
11001000300,2002,3.0,"District of Columbia, District of Columbia",5706,15.74,52.19,989,73558,324200,22.5,82.84,2.98,5.68,0.12,5.73,0.04,2.31,0.3,1461,NA,NA,NA,NA,0,0,11
11001000300,2003,3.0,"District of Columbia, District of Columbia",5706,15.74,52.19,989,73558,324200,22.5,82.84,2.98,5.68,0.12,5.73,0.04,2.31,0.3,1464,NA,NA,NA,NA,0,0,11
11001000300,2004,3.0,"District of Columbia, District of Columbia",5706,15.74,52.19,989,73558,324200,22.5,82.84,2.98,5.68,0.12,5.73,0.04,2.31,0.3,1468,NA,NA,NA,NA,0,0,11
11001000300,2005,3.0,"District of Columbia, District of Columbia",5168,0,44.77,1610,91804,797300,31.7,83.42,1.74,9.33,1.08,3.72,0,0.72,0,1472,NA,NA,NA,NA,0,0,11
11001000300,2006,3.0,"District of Columbia, District of Columbia",5168,0,44.77,1610,91804,797300,31.7,83.42,1.74,9.33,1.08,3.72,0,0.72,0,1476,67,5,0.34,4.54,0,0,11
11001000300,2007,3.0,"District of Columbia, District of Columbia",5168,0,44.77,1610,91804,797300,31.7,83.42,1.74,9.33,1.08,3.72,0,0.72,0,1480,47,2,0.14,3.18,0,0,11
11001000300,2008,3.0,"District of Columbia, District of Columbia",5168,0,44.77,1610,91804,797300,31.7,83.42,1.74,9.33,1.08,3.72,0,0.72,0,1483,48,3,0.2,3.24,0,0,11
11001000300,2009,3.0,"District of Columbia, District of Columbia",5168,0,44.77,1610,91804,797300,31.7,83.42,1.74,9.33,1.08,3.72,0,0.72,0,1487,49,1,0.07,3.29,0,0,11
11001000400,2000,4.0,"District of Columbia, District of Columbia",1510,2.98,32.05,1257,129133,780100,24.3,78.74,4.37,8.15,0.07,5.83,0,2.72,0.13,208,NA,NA,NA,NA,0,0,11
11001000400,2001,4.0,"District of Columbia, District of Columbia",1510,2.98,32.05,1257,129133,780100,24.3,78.74,4.37,8.15,0.07,5.83,0,2.72,0.13,208,NA,NA,NA,NA,0,0,11
11001000400,2002,4.0,"District of Columbia, District of Columbia",1510,2.98,32.05,1257,129133,780100,24.3,78.74,4.37,8.15,0.07,5.83,0,2.72,0.13,208,NA,NA,NA,NA,0,0,11
11001000400,2003,4.0,"District of Columbia, District of Columbia",1510,2.98,32.05,1257,129133,780100,24.3,78.74,4.37,8.15,0.07,5.83,0,2.72,0.13,209,NA,NA,NA,NA,0,0,11
11001000400,2004,4.0,"District of Columbia, District of Columbia",1510,2.98,32.05,1257,129133,780100,24.3,78.74,4.37,8.15,0.07,5.83,0,2.72,0.13,209,NA,NA,NA,NA,0,0,11
11001000400,2005,4.0,"District of Columbia, District of Columbia",1379,0,27.75,1607,176494,1000001,30.4,81.36,1.38,14.94,0,2.32,0,0,0,209,NA,NA,NA,NA,0,0,11
11001000400,2006,4.0,"District of Columbia, District of Columbia",1379,0,27.75,1607,176494,1000001,30.4,81.36,1.38,14.94,0,2.32,0,0,0,209,14,0,0,6.69,0,0,11
11001000400,2007,4.0,"District of Columbia, District of Columbia",1379,0,27.75,1607,176494,1000001,30.4,81.36,1.38,14.94,0,2.32,0,0,0,209,18,1,0.48,8.6,0,0,11
11001000400,2008,4.0,"District of Columbia, District of Columbia",1379,0,27.75,1607,176494,1000001,30.4,81.36,1.38,14.94,0,2.32,0,0,0,210,11,0,0,5.25,0,0,11
11001000400,2009,4.0,"District of Columbia, District of Columbia",1379,0,27.75,1607,176494,1000001,30.4,81.36,1.38,14.94,0,2.32,0,0,0,210,9,0,0,4.29,0,0,11
11001000501,2000,5.01,"District of Columbia, District of Columbia",2765,5.64,81.65,976,65521,43e4,19.1,81.84,4.74,5.68,0.18,5.57,0.07,1.74,0.18,1464,NA,NA,NA,NA,0,0,11
11001000501,2001,5.01,"District of Columbia, District of Columbia",2765,5.64,81.65,976,65521,43e4,19.1,81.84,4.74,5.68,0.18,5.57,0.07,1.74,0.18,1484,NA,NA,NA,NA,0,0,11
11001000501,2002,5.01,"District of Columbia, District of Columbia",2765,5.64,81.65,976,65521,43e4,19.1,81.84,4.74,5.68,0.18,5.57,0.07,1.74,0.18,1503,NA,NA,NA,NA,0,0,11
11001000501,2003,5.01,"District of Columbia, District of Columbia",2765,5.64,81.65,976,65521,43e4,19.1,81.84,4.74,5.68,0.18,5.57,0.07,1.74,0.18,1523,NA,NA,NA,NA,0,0,11
11001000501,2004,5.01,"District of Columbia, District of Columbia",2765,5.64,81.65,976,65521,43e4,19.1,81.84,4.74,5.68,0.18,5.57,0.07,1.74,0.18,1543,NA,NA,NA,NA,0,0,11
11001000501,2005,5.01,"District of Columbia, District of Columbia",3126,1.18,75.99,1567,92109,595600,23,80.01,2.98,8.7,0.61,6.05,0,1.66,0,1563,NA,NA,NA,NA,0,0,11
11001000501,2006,5.01,"District of Columbia, District of Columbia",3126,1.18,75.99,1567,92109,595600,23,80.01,2.98,8.7,0.61,6.05,0,1.66,0,1582,92,8,0.51,5.81,0,0,11
11001000501,2007,5.01,"District of Columbia, District of Columbia",3126,1.18,75.99,1567,92109,595600,23,80.01,2.98,8.7,0.61,6.05,0,1.66,0,1602,61,0,0,3.81,0,0,11
11001000501,2008,5.01,"District of Columbia, District of Columbia",3126,1.18,75.99,1567,92109,595600,23,80.01,2.98,8.7,0.61,6.05,0,1.66,0,1622,55,0,0,3.39,0,0,11
11001000501,2009,5.01,"District of Columbia, District of Columbia",3126,1.18,75.99,1567,92109,595600,23,80.01,2.98,8.7,0.61,6.05,0,1.66,0,1641,62,3,0.18,3.78,0,0,11
11001000502,2000,5.02,"District of Columbia, District of Columbia",3112,4.27,53.3,921,66815,569300,23.5,84.58,2.41,7.13,0.03,3.82,0,1.61,0.42,929,NA,NA,NA,NA,0,0,11
11001000502,2001,5.02,"District of Columbia, District of Columbia",3112,4.27,53.3,921,66815,569300,23.5,84.58,2.41,7.13,0.03,3.82,0,1.61,0.42,920,NA,NA,NA,NA,0,0,11
11001000502,2002,5.02,"District of Columbia, District of Columbia",3112,4.27,53.3,921,66815,569300,23.5,84.58,2.41,7.13,0.03,3.82,0,1.61,0.42,912,NA,NA,NA,NA,0,0,11
11001000502,2003,5.02,"District of Columbia, District of Columbia",3112,4.27,53.3,921,66815,569300,23.5,84.58,2.41,7.13,0.03,3.82,0,1.61,0.42,903,NA,NA,NA,NA,0,0,11
11001000502,2004,5.02,"District of Columbia, District of Columbia",3112,4.27,53.3,921,66815,569300,23.5,84.58,2.41,7.13,0.03,3.82,0,1.61,0.42,895,NA,NA,NA,NA,0,0,11
11001000502,2005,5.02,"District of Columbia, District of Columbia",3129,0.67,46.72,1218,94598,852300,24.9,75.87,2.52,7.54,0,11.98,0,2.08,0,886,NA,NA,NA,NA,0,0,11
11001000502,2006,5.02,"District of Columbia, District of Columbia",3129,0.67,46.72,1218,94598,852300,24.9,75.87,2.52,7.54,0,11.98,0,2.08,0,877,87,0,0,9.92,0,0,11
11001000502,2007,5.02,"District of Columbia, District of Columbia",3129,0.67,46.72,1218,94598,852300,24.9,75.87,2.52,7.54,0,11.98,0,2.08,0,869,53,1,0.12,6.1,0,0,11
11001000502,2008,5.02,"District of Columbia, District of Columbia",3129,0.67,46.72,1218,94598,852300,24.9,75.87,2.52,7.54,0,11.98,0,2.08,0,860,60,3,0.35,6.98,0,0,11
11001000502,2009,5.02,"District of Columbia, District of Columbia",3129,0.67,46.72,1218,94598,852300,24.9,75.87,2.52,7.54,0,11.98,0,2.08,0,852,44,1,0.12,5.17,0,0,11
11001000600,2000,6.0,"District of Columbia, District of Columbia",4919,4.19,35.87,874,89507,535600,21.8,74.59,12.67,6.73,0.26,3.58,0,1.75,0.43,769,NA,NA,NA,NA,0,0,11
11001000600,2001,6.0,"District of Columbia, District of Columbia",4919,4.19,35.87,874,89507,535600,21.8,74.59,12.67,6.73,0.26,3.58,0,1.75,0.43,760,NA,NA,NA,NA,0,0,11
11001000600,2002,6.0,"District of Columbia, District of Columbia",4919,4.19,35.87,874,89507,535600,21.8,74.59,12.67,6.73,0.26,3.58,0,1.75,0.43,751,NA,NA,NA,NA,0,0,11
11001000600,2003,6.0,"District of Columbia, District of Columbia",4919,4.19,35.87,874,89507,535600,21.8,74.59,12.67,6.73,0.26,3.58,0,1.75,0.43,742,NA,NA,NA,NA,0,0,11
11001000600,2004,6.0,"District of Columbia, District of Columbia",4919,4.19,35.87,874,89507,535600,21.8,74.59,12.67,6.73,0.26,3.58,0,1.75,0.43,733,NA,NA,NA,NA,0,0,11
11001000600,2005,6.0,"District of Columbia, District of Columbia",5420,0.52,29.71,1399,11e4,1000001,25.4,76.4,11.01,3.36,0.46,3.58,0.33,2.68,2.18,724,NA,NA,NA,NA,0,0,11
11001000600,2006,6.0,"District of Columbia, District of Columbia",5420,0.52,29.71,1399,11e4,1000001,25.4,76.4,11.01,3.36,0.46,3.58,0.33,2.68,2.18,715,86,4,0.56,12.03,0,0,11
11001000600,2007,6.0,"District of Columbia, District of Columbia",5420,0.52,29.71,1399,11e4,1000001,25.4,76.4,11.01,3.36,0.46,3.58,0.33,2.68,2.18,706,59,1,0.14,8.36,0,0,11
11001000600,2008,6.0,"District of Columbia, District of Columbia",5420,0.52,29.71,1399,11e4,1000001,25.4,76.4,11.01,3.36,0.46,3.58,0.33,2.68,2.18,697,48,0,0,6.89,0,0,11
11001000600,2009,6.0,"District of Columbia, District of Columbia",5420,0.52,29.71,1399,11e4,1000001,25.4,76.4,11.01,3.36,0.46,3.58,0.33,2.68,2.18,688,106,6,0.87,15.41,0,0,11
11001000701,2000,7.01,"District of Columbia, District of Columbia",4395,5.76,51.15,757,53470,448200,22.4,79.93,3.34,8.53,0.11,5.69,0.07,2.05,0.27,1491,NA,NA,NA,NA,0,0,11
11001000701,2001,7.01,"District of Columbia, District of Columbia",4395,5.76,51.15,757,53470,448200,22.4,79.93,3.34,8.53,0.11,5.69,0.07,2.05,0.27,1490,NA,NA,NA,NA,0,0,11
11001000701,2002,7.01,"District of Columbia, District of Columbia",4395,5.76,51.15,757,53470,448200,22.4,79.93,3.34,8.53,0.11,5.69,0.07,2.05,0.27,1490,NA,NA,NA,NA,0,0,11
11001000701,2003,7.01,"District of Columbia, District of Columbia",4395,5.76,51.15,757,53470,448200,22.4,79.93,3.34,8.53,0.11,5.69,0.07,2.05,0.27,1489,NA,NA,NA,NA,0,0,11
11001000701,2004,7.01,"District of Columbia, District of Columbia",4395,5.76,51.15,757,53470,448200,22.4,79.93,3.34,8.53,0.11,5.69,0.07,2.05,0.27,1488,NA,NA,NA,NA,0,0,11
11001000701,2005,7.01,"District of Columbia, District of Columbia",4284,0,34.33,1204,77019,411200,27.9,77.87,5.88,6.54,0,5.77,0,3.13,0.82,1488,NA,NA,NA,NA,0,0,11
11001000701,2006,7.01,"District of Columbia, District of Columbia",4284,0,34.33,1204,77019,411200,27.9,77.87,5.88,6.54,0,5.77,0,3.13,0.82,1487,147,1,0.07,9.89,0,0,11
